pathogen,score,detector,family,n_sequences,n_unique,seq_length,gt_adaptive_size,gt_constrained_size,gt_dms_size,mcc_adaptive,f1_adaptive,precision_adaptive,recall_adaptive,enrichment_adaptive,constrained_fpr,dms_f1,composite_score,n_detected
MERS,P*E^2,AdaptWin(s=90),AdaptWin,1311,530,1330,9,110,0,0.0201,0.0207,0.0109,0.2222,1.6063,0.1091,,-0.012,184
MERS,P*E^2,AdaptWin(s=85),AdaptWin,1311,530,1330,9,110,0,-0.0232,0.0083,0.0042,0.2222,0.6222,0.3273,,-0.0899,475
MERS,P*E^2,FreqThresh(p=80),FreqThresh,1311,530,1330,9,110,0,-0.0426,0.0,0.0,0.0,0.0,0.1364,,-0.0409,280
MERS,P*E^2,FreqThresh(p=85),FreqThresh,1311,530,1330,9,110,0,-0.0352,0.0,0.0,0.0,0.0,0.0636,,-0.0191,205
MERS,P*E^2,FreqThresh(p=90),FreqThresh,1311,530,1330,9,110,0,-0.0248,0.0,0.0,0.0,0.0,0.0636,,-0.0191,110
MERS,P*E^2,FreqThresh(p=95),FreqThresh,1311,530,1330,9,110,0,-0.0094,0.0,0.0,0.0,0.0,0.0,,0.0,17
MERS,P*E^2,"SWAN(w=10,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0149,0.0,0.0,0.0,0.0,0.0,,0.0,42
MERS,P*E^2,"SWAN(w=10,k=1.5)",SWAN,1311,530,1330,9,110,0,-0.0075,0.0,0.0,0.0,0.0,0.0,,0.0,11
MERS,P*E^2,MutClust-Orig(g=10),MutClust-Orig,1311,530,1330,9,110,0,0.0,0.0134,0.0068,1.0,1.0,1.0,,-0.2866,1330
MERS,rank(P*E),Wavelet(t=1.0),Wavelet,1311,530,1330,9,110,0,-0.0656,0.0029,0.0015,0.1111,0.2186,0.4636,,-0.1362,676
MERS,rank(P*E),Wavelet(t=1.5),Wavelet,1311,530,1330,9,110,0,-0.0381,0.0,0.0,0.0,0.0,0.0909,,-0.0273,234
MERS,rank(P*E),Wavelet(t=2.0),Wavelet,1311,530,1330,9,110,0,-0.0189,0.0,0.0,0.0,0.0,0.0,,0.0,66
MERS,rank(P*E),KDE(p=75),KDE,1311,530,1330,9,110,0,0.0581,0.0292,0.015,0.5556,2.2189,0.2182,,-0.0362,333
MERS,rank(P*E),KDE(p=80),KDE,1311,530,1330,9,110,0,0.0504,0.0291,0.015,0.4444,2.2222,0.1636,,-0.02,266
MERS,rank(P*E),KDE(p=85),KDE,1311,530,1330,9,110,0,-0.0347,0.0,0.0,0.0,0.0,0.0364,,-0.0109,200
MERS,rank(P*E),SlidingTest(p=0.01),SlidingTest,1311,530,1330,9,110,0,-0.0392,0.0,0.0,0.0,0.0,0.1545,,-0.0464,245
MERS,rank(P*E),SlidingTest(p=0.05),SlidingTest,1311,530,1330,9,110,0,0.0879,0.0351,0.0179,0.7778,2.6524,0.2182,,-0.0304,390
MERS,rank(P*E),GradPeak(p=0.2),GradPeak,1311,530,1330,9,110,0,0.0575,0.0219,0.0111,0.8889,1.6397,0.6636,,-0.1772,721
MERS,rank(P*E),GradPeak(p=0.5),GradPeak,1311,530,1330,9,110,0,0.0337,0.0205,0.0105,0.5556,1.5458,0.4818,,-0.124,478
MERS,rank(P*E),LocalContrast(z=1.0),LocalContrast,1311,530,1330,9,110,0,-0.0275,0.0057,0.0029,0.1111,0.4334,0.2091,,-0.057,341
MERS,rank(P*E),LocalContrast(z=1.5),LocalContrast,1311,530,1330,9,110,0,-0.0206,0.0,0.0,0.0,0.0,0.0909,,-0.0273,78
MERS,rank(P*E),LocalContrast(z=2.0),LocalContrast,1311,530,1330,9,110,0,-0.0102,0.0,0.0,0.0,0.0,0.0364,,-0.0109,20
MERS,rank(P*E),"CUSUM(d=0.3,h=3.0)",CUSUM,1311,530,1330,9,110,0,-0.1019,0.0,0.0,0.0,0.0,0.4273,,-0.1282,803
MERS,rank(P*E),"CUSUM(d=0.5,h=4.0)",CUSUM,1311,530,1330,9,110,0,-0.0428,0.0,0.0,0.0,0.0,0.0273,,-0.0082,282
MERS,rank(P*E),"CUSUM(d=0.5,h=5.0)",CUSUM,1311,530,1330,9,110,0,-0.0408,0.0,0.0,0.0,0.0,0.0,,0.0,261
MERS,rank(P*E),ScoreDBSCAN(ep=8),ScoreDBSCAN,1311,530,1330,9,110,0,0.0023,0.0135,0.0068,1.0,1.0008,1.0,,-0.2865,1329
MERS,rank(P*E),Spectral(z=1.5),Spectral,1311,530,1330,9,110,0,-0.0173,0.0,0.0,0.0,0.0,0.0273,,-0.0082,56
MERS,rank(P*E),Spectral(z=2.0),Spectral,1311,530,1330,9,110,0,-0.0085,0.0,0.0,0.0,0.0,0.0,,0.0,14
MERS,rank(P*E),Bayes(prior=0.1),Bayes,1311,530,1330,9,110,0,0.021,0.0165,0.0084,0.6667,1.2349,0.3818,,-0.098,718
MERS,rank(P*E),Bayes(prior=0.15),Bayes,1311,530,1330,9,110,0,0.0104,0.0147,0.0075,0.6667,1.1014,0.5455,,-0.1489,805
MERS,rank(P*E),Ensemble(v>=2),Ensemble,1311,530,1330,9,110,0,-0.0247,0.0,0.0,0.0,0.0,0.0636,,-0.0191,109
MERS,rank(P*E),Ensemble(v>=3),Ensemble,1311,530,1330,9,110,0,-0.0158,0.0,0.0,0.0,0.0,0.0636,,-0.0191,47
MERS,rank(P*E),AdaptWin(s=90),AdaptWin,1311,530,1330,9,110,0,-0.0415,0.0,0.0,0.0,0.0,0.1091,,-0.0327,268
MERS,rank(P*E),AdaptWin(s=85),AdaptWin,1311,530,1330,9,110,0,-0.0439,0.004,0.002,0.1111,0.3022,0.3182,,-0.0914,489
MERS,rank(P*E),FreqThresh(p=80),FreqThresh,1311,530,1330,9,110,0,-0.0189,0.0072,0.0037,0.1111,0.5473,0.1545,,-0.0392,270
MERS,rank(P*E),FreqThresh(p=85),FreqThresh,1311,530,1330,9,110,0,-0.0357,0.0,0.0,0.0,0.0,0.0636,,-0.0191,210
MERS,rank(P*E),FreqThresh(p=90),FreqThresh,1311,530,1330,9,110,0,-0.0247,0.0,0.0,0.0,0.0,0.0636,,-0.0191,109
MERS,rank(P*E),FreqThresh(p=95),FreqThresh,1311,530,1330,9,110,0,-0.0094,0.0,0.0,0.0,0.0,0.0,,0.0,17
MERS,rank(P*E),"SWAN(w=10,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0216,0.0,0.0,0.0,0.0,0.0,,0.0,85
MERS,rank(P*E),"SWAN(w=20,k=1.0)",SWAN,1311,530,1330,9,110,0,-0.0189,0.0,0.0,0.0,0.0,0.0,,0.0,66
MERS,rank(P*E),MutClust-Orig(g=10),MutClust-Orig,1311,530,1330,9,110,0,0.0023,0.0135,0.0068,1.0,1.0008,1.0,,-0.2865,1329
HCV,E*rare,Wavelet(t=1.0),Wavelet,1362,1067,340,54,0,0,-0.3412,0.0803,0.0513,0.1852,0.3229,0.0,,0.0803,195
HCV,E*rare,Wavelet(t=1.5),Wavelet,1362,1067,340,54,0,0,-0.1609,0.0,0.0,0.0,0.0,0.0,,0.0,41
HCV,E*rare,Wavelet(t=2.0),Wavelet,1362,1067,340,54,0,0,-0.0717,0.0,0.0,0.0,0.0,0.0,,0.0,9
HCV,E*rare,KDE(p=75),KDE,1362,1067,340,54,0,0,-0.2469,0.0,0.0,0.0,0.0,0.0,,0.0,83
HCV,E*rare,KDE(p=80),KDE,1362,1067,340,54,0,0,-0.2173,0.0,0.0,0.0,0.0,0.0,,0.0,68
HCV,E*rare,KDE(p=85),KDE,1362,1067,340,54,0,0,-0.1825,0.0,0.0,0.0,0.0,0.0,,0.0,51
HCV,E*rare,SlidingTest(p=0.01),SlidingTest,1362,1067,340,54,0,0,-0.2113,0.0,0.0,0.0,0.0,0.0,,0.0,65
HCV,E*rare,SlidingTest(p=0.05),SlidingTest,1362,1067,340,54,0,0,-0.2905,0.0,0.0,0.0,0.0,0.0,,0.0,105
HCV,E*rare,GradPeak(p=0.2),GradPeak,1362,1067,340,54,0,0,0.1146,0.3041,0.2025,0.6111,1.2747,0.0,,0.3041,163
HCV,E*rare,GradPeak(p=0.5),GradPeak,1362,1067,340,54,0,0,-0.1187,0.125,0.0943,0.1852,0.594,0.0,,0.125,106
HCV,E*rare,LocalContrast(z=1.0),LocalContrast,1362,1067,340,54,0,0,-0.0193,0.1765,0.1463,0.2222,0.9214,0.0,,0.1765,82
HCV,E*rare,LocalContrast(z=1.5),LocalContrast,1362,1067,340,54,0,0,0.0021,0.1176,0.1613,0.0926,1.0155,0.0,,0.1176,31
HCV,E*rare,LocalContrast(z=2.0),LocalContrast,1362,1067,340,54,0,0,-0.0474,0.0,0.0,0.0,0.0,0.0,,0.0,4
HCV,E*rare,"CUSUM(d=0.3,h=3.0)",CUSUM,1362,1067,340,54,0,0,-0.1734,0.1882,0.1159,0.5,0.7296,0.0,,0.1882,233
HCV,E*rare,"CUSUM(d=0.5,h=4.0)",CUSUM,1362,1067,340,54,0,0,0.0471,0.2541,0.1811,0.4259,1.1403,0.0,,0.2541,127
HCV,E*rare,"CUSUM(d=0.5,h=5.0)",CUSUM,1362,1067,340,54,0,0,0.0382,0.2442,0.178,0.3889,1.1205,0.0,,0.2442,118
HCV,E*rare,AdaptiveKnee,AdaptiveKnee,1362,1067,340,54,0,0,-0.1635,0.0345,0.0323,0.037,0.2031,0.0,,0.0345,62
HCV,E*rare,Spectral(z=1.5),Spectral,1362,1067,340,54,0,0,-0.0997,0.0,0.0,0.0,0.0,0.0,,0.0,17
HCV,E*rare,Bayes(prior=0.1),Bayes,1362,1067,340,54,0,0,-0.0417,0.2041,0.1408,0.3704,0.8868,0.0,,0.2041,142
HCV,E*rare,Bayes(prior=0.15),Bayes,1362,1067,340,54,0,0,-0.1437,0.1695,0.1099,0.3704,0.6919,0.0,,0.1695,182
HCV,E*rare,Ensemble(v>=2),Ensemble,1362,1067,340,54,0,0,-0.1401,0.0,0.0,0.0,0.0,0.0,,0.0,32
HCV,E*rare,Ensemble(v>=3),Ensemble,1362,1067,340,54,0,0,-0.1115,0.0,0.0,0.0,0.0,0.0,,0.0,21
HCV,E*rare,AdaptWin(s=90),AdaptWin,1362,1067,340,54,0,0,-0.2745,0.0,0.0,0.0,0.0,0.0,,0.0,97
HCV,E*rare,AdaptWin(s=85),AdaptWin,1362,1067,340,54,0,0,-0.3405,0.0533,0.0351,0.1111,0.2209,0.0,,0.0533,171
HCV,E*rare,FreqThresh(p=80),FreqThresh,1362,1067,340,54,0,0,-0.1902,0.0312,0.027,0.037,0.1702,0.0,,0.0312,74
HCV,E*rare,FreqThresh(p=85),FreqThresh,1362,1067,340,54,0,0,-0.1424,0.0374,0.0377,0.037,0.2376,0.0,,0.0374,53
HCV,E*rare,FreqThresh(p=90),FreqThresh,1362,1067,340,54,0,0,-0.1401,0.0,0.0,0.0,0.0,0.0,,0.0,32
HCV,E*rare,FreqThresh(p=95),FreqThresh,1362,1067,340,54,0,0,-0.0474,0.0,0.0,0.0,0.0,0.0,,0.0,4
HCV,E*rare,"SWAN(w=10,k=1.0)",SWAN,1362,1067,340,54,0,0,-0.1401,0.0,0.0,0.0,0.0,0.0,,0.0,32
HCV,E*rare,"SWAN(w=20,k=1.0)",SWAN,1362,1067,340,54,0,0,-0.1086,0.0,0.0,0.0,0.0,0.0,,0.0,20
HCV,E*rare,MutClust-Orig(g=10),MutClust-Orig,1362,1067,340,54,0,0,0.0,0.2741,0.1588,1.0,1.0,0.0,,0.2741,340
HCV,P*E*rare,Wavelet(t=1.0),Wavelet,1362,1067,340,54,0,0,-0.1958,0.1609,0.1014,0.3889,0.6388,0.0,,0.1609,207
HCV,P*E*rare,Wavelet(t=1.5),Wavelet,1362,1067,340,54,0,0,-0.1401,0.0,0.0,0.0,0.0,0.0,,0.0,32
HCV,P*E*rare,Wavelet(t=2.0),Wavelet,1362,1067,340,54,0,0,-0.063,0.0,0.0,0.0,0.0,0.0,,0.0,7
HCV,P*E*rare,KDE(p=75),KDE,1362,1067,340,54,0,0,-0.2509,0.0,0.0,0.0,0.0,0.0,,0.0,85
HCV,P*E*rare,KDE(p=80),KDE,1362,1067,340,54,0,0,-0.2173,0.0,0.0,0.0,0.0,0.0,,0.0,68
HCV,P*E*rare,KDE(p=85),KDE,1362,1067,340,54,0,0,-0.1825,0.0,0.0,0.0,0.0,0.0,,0.0,51
HCV,P*E*rare,SlidingTest(p=0.01),SlidingTest,1362,1067,340,54,0,0,-0.2011,0.0,0.0,0.0,0.0,0.0,,0.0,60
HCV,P*E*rare,SlidingTest(p=0.05),SlidingTest,1362,1067,340,54,0,0,-0.2805,0.0,0.0,0.0,0.0,0.0,,0.0,100
HCV,P*E*rare,GradPeak(p=0.2),GradPeak,1362,1067,340,54,0,0,0.0249,0.25,0.1688,0.4815,1.063,0.0,,0.25,154
HCV,P*E*rare,GradPeak(p=0.5),GradPeak,1362,1067,340,54,0,0,0.0957,0.2785,0.2115,0.4074,1.3319,0.0,,0.2785,104
HCV,P*E*rare,LocalContrast(z=1.0),LocalContrast,1362,1067,340,54,0,0,0.0463,0.2345,0.1868,0.3148,1.1762,0.0,,0.2345,91
HCV,P*E*rare,LocalContrast(z=1.5),LocalContrast,1362,1067,340,54,0,0,0.0556,0.1333,0.2381,0.0926,1.4991,0.0,,0.1333,21
HCV,P*E*rare,LocalContrast(z=2.0),LocalContrast,1362,1067,340,54,0,0,-0.0717,0.0,0.0,0.0,0.0,0.0,,0.0,9
HCV,P*E*rare,"CUSUM(d=0.3,h=3.0)",CUSUM,1362,1067,340,54,0,0,-0.125,0.1993,0.1244,0.5,0.7834,0.0,,0.1993,217
HCV,P*E*rare,"CUSUM(d=0.5,h=4.0)",CUSUM,1362,1067,340,54,0,0,-0.0007,0.2065,0.1584,0.2963,0.9974,0.0,,0.2065,101
HCV,P*E*rare,"CUSUM(d=0.5,h=5.0)",CUSUM,1362,1067,340,54,0,0,-0.1684,0.0472,0.0411,0.0556,0.2588,0.0,,0.0472,73
HCV,P*E*rare,AdaptiveKnee,AdaptiveKnee,1362,1067,340,54,0,0,-0.0837,0.0784,0.0833,0.0741,0.5247,0.0,,0.0784,48
HCV,P*E*rare,Spectral(z=1.5),Spectral,1362,1067,340,54,0,0,-0.09,0.0,0.0,0.0,0.0,0.0,,0.0,14
HCV,P*E*rare,Spectral(z=2.0),Spectral,1362,1067,340,54,0,0,-0.041,0.0,0.0,0.0,0.0,0.0,,0.0,3
HCV,P*E*rare,Bayes(prior=0.1),Bayes,1362,1067,340,54,0,0,0.0823,0.2857,0.1902,0.5741,1.1975,0.0,,0.2857,163
HCV,P*E*rare,Bayes(prior=0.15),Bayes,1362,1067,340,54,0,0,0.0491,0.2696,0.1761,0.5741,1.109,0.0,,0.2696,176
HCV,P*E*rare,Ensemble(v>=2),Ensemble,1362,1067,340,54,0,0,-0.0446,0.0533,0.0952,0.037,0.5996,0.0,,0.0533,21
HCV,P*E*rare,Ensemble(v>=3),Ensemble,1362,1067,340,54,0,0,0.0041,0.0606,0.1667,0.037,1.0494,0.0,,0.0606,12
HCV,P*E*rare,AdaptWin(s=90),AdaptWin,1362,1067,340,54,0,0,-0.22,0.0282,0.0227,0.037,0.1431,0.0,,0.0282,88
HCV,P*E*rare,AdaptWin(s=85),AdaptWin,1362,1067,340,54,0,0,-0.2913,0.0419,0.0292,0.0741,0.1838,0.0,,0.0419,137
HCV,P*E*rare,FreqThresh(p=80),FreqThresh,1362,1067,340,54,0,0,-0.1294,0.0672,0.0615,0.0741,0.3875,0.0,,0.0672,65
HCV,P*E*rare,FreqThresh(p=85),FreqThresh,1362,1067,340,54,0,0,-0.0716,0.0816,0.0909,0.0741,0.5724,0.0,,0.0816,44
HCV,P*E*rare,FreqThresh(p=90),FreqThresh,1362,1067,340,54,0,0,-0.0446,0.0533,0.0952,0.037,0.5996,0.0,,0.0533,21
HCV,P*E*rare,FreqThresh(p=95),FreqThresh,1362,1067,340,54,0,0,-0.063,0.0,0.0,0.0,0.0,0.0,,0.0,7
HCV,P*E*rare,"SWAN(w=10,k=1.0)",SWAN,1362,1067,340,54,0,0,-0.0756,0.0,0.0,0.0,0.0,0.0,,0.0,10
HCV,P*E*rare,MutClust-Orig(g=10),MutClust-Orig,1362,1067,340,54,0,0,-0.0246,0.264,0.1556,0.8704,0.9799,0.0,,0.264,302
HCV,minority_E,Wavelet(t=1.0),Wavelet,1362,1067,340,54,0,0,-0.1358,0.1717,0.1117,0.3704,0.7035,0.0,,0.1717,179
HCV,minority_E,Wavelet(t=1.5),Wavelet,1362,1067,340,54,0,0,-0.1337,0.0213,0.025,0.0185,0.1574,0.0,,0.0213,40
HCV,minority_E,Wavelet(t=2.0),Wavelet,1362,1067,340,54,0,0,-0.041,0.0,0.0,0.0,0.0,0.0,,0.0,3
HCV,minority_E,KDE(p=75),KDE,1362,1067,340,54,0,0,-0.2509,0.0,0.0,0.0,0.0,0.0,,0.0,85
HCV,minority_E,KDE(p=80),KDE,1362,1067,340,54,0,0,-0.2173,0.0,0.0,0.0,0.0,0.0,,0.0,68
HCV,minority_E,KDE(p=85),KDE,1362,1067,340,54,0,0,-0.1825,0.0,0.0,0.0,0.0,0.0,,0.0,51
HCV,minority_E,SlidingTest(p=0.01),SlidingTest,1362,1067,340,54,0,0,-0.2607,0.0,0.0,0.0,0.0,0.0,,0.0,90
HCV,minority_E,SlidingTest(p=0.05),SlidingTest,1362,1067,340,54,0,0,-0.2706,0.0,0.0,0.0,0.0,0.0,,0.0,95
HCV,minority_E,GradPeak(p=0.2),GradPeak,1362,1067,340,54,0,0,0.0381,0.2632,0.1724,0.5556,1.0856,0.0,,0.2632,174
HCV,minority_E,GradPeak(p=0.5),GradPeak,1362,1067,340,54,0,0,-0.0633,0.1579,0.1224,0.2222,0.771,0.0,,0.1579,98
HCV,minority_E,LocalContrast(z=1.0),LocalContrast,1362,1067,340,54,0,0,-0.0279,0.1727,0.1412,0.2222,0.8889,0.0,,0.1727,85
HCV,minority_E,LocalContrast(z=1.5),LocalContrast,1362,1067,340,54,0,0,-0.1027,0.0,0.0,0.0,0.0,0.0,,0.0,18
HCV,minority_E,LocalContrast(z=2.0),LocalContrast,1362,1067,340,54,0,0,-0.0675,0.0,0.0,0.0,0.0,0.0,,0.0,8
HCV,minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,1362,1067,340,54,0,0,-0.2393,0.1765,0.1071,0.5,0.6746,0.0,,0.1765,252
HCV,minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,1362,1067,340,54,0,0,0.1054,0.2921,0.2097,0.4815,1.3202,0.0,,0.2921,124
HCV,minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,1362,1067,340,54,0,0,0.1643,0.3268,0.2525,0.463,1.59,0.0,,0.3268,99
HCV,minority_E,AdaptiveKnee,AdaptiveKnee,1362,1067,340,54,0,0,-0.1251,0.2629,0.1527,0.9444,0.9614,0.0,,0.2629,334
HCV,minority_E,Spectral(z=1.5),Spectral,1362,1067,340,54,0,0,-0.0717,0.0,0.0,0.0,0.0,0.0,,0.0,9
HCV,minority_E,Bayes(prior=0.1),Bayes,1362,1067,340,54,0,0,-0.0508,0.2039,0.1382,0.3889,0.8699,0.0,,0.2039,152
HCV,minority_E,Bayes(prior=0.15),Bayes,1362,1067,340,54,0,0,-0.0457,0.2152,0.142,0.4444,0.8941,0.0,,0.2152,169
HCV,minority_E,Ensemble(v>=2),Ensemble,1362,1067,340,54,0,0,-0.125,0.0,0.0,0.0,0.0,0.0,,0.0,26
HCV,minority_E,Ensemble(v>=3),Ensemble,1362,1067,340,54,0,0,-0.0795,0.0,0.0,0.0,0.0,0.0,,0.0,11
HCV,minority_E,AdaptWin(s=90),AdaptWin,1362,1067,340,54,0,0,0.0,0.2741,0.1588,1.0,1.0,0.0,,0.2741,340
HCV,minority_E,AdaptWin(s=85),AdaptWin,1362,1067,340,54,0,0,0.0,0.2741,0.1588,1.0,1.0,0.0,,0.2741,340
HCV,minority_E,FreqThresh(p=80),FreqThresh,1362,1067,340,54,0,0,-0.2017,0.0423,0.0341,0.0556,0.2146,0.0,,0.0423,88
HCV,minority_E,FreqThresh(p=85),FreqThresh,1362,1067,340,54,0,0,-0.1909,0.0,0.0,0.0,0.0,0.0,,0.0,55
HCV,minority_E,FreqThresh(p=90),FreqThresh,1362,1067,340,54,0,0,-0.125,0.0,0.0,0.0,0.0,0.0,,0.0,26
HCV,minority_E,FreqThresh(p=95),FreqThresh,1362,1067,340,54,0,0,-0.063,0.0,0.0,0.0,0.0,0.0,,0.0,7
HCV,minority_E,"SWAN(w=10,k=1.0)",SWAN,1362,1067,340,54,0,0,-0.1086,0.0,0.0,0.0,0.0,0.0,,0.0,20
HCV,minority_E,MutClust-Orig(g=10),MutClust-Orig,1362,1067,340,54,0,0,0.0,0.2741,0.1588,1.0,1.0,0.0,,0.2741,340
HCV,P*minority_E,Wavelet(t=1.0),Wavelet,1362,1067,340,54,0,0,0.1262,0.3111,0.2047,0.6481,1.2887,0.0,,0.3111,171
HCV,P*minority_E,Wavelet(t=1.5),Wavelet,1362,1067,340,54,0,0,0.1604,0.2885,0.3,0.2778,1.8889,0.0,,0.2885,50
HCV,P*minority_E,Wavelet(t=2.0),Wavelet,1362,1067,340,54,0,0,-0.0675,0.0,0.0,0.0,0.0,0.0,,0.0,8
HCV,P*minority_E,KDE(p=75),KDE,1362,1067,340,54,0,0,-0.2469,0.0,0.0,0.0,0.0,0.0,,0.0,83
HCV,P*minority_E,KDE(p=80),KDE,1362,1067,340,54,0,0,-0.2173,0.0,0.0,0.0,0.0,0.0,,0.0,68
HCV,P*minority_E,KDE(p=85),KDE,1362,1067,340,54,0,0,-0.1825,0.0,0.0,0.0,0.0,0.0,,0.0,51
HCV,P*minority_E,SlidingTest(p=0.01),SlidingTest,1362,1067,340,54,0,0,-0.2113,0.0,0.0,0.0,0.0,0.0,,0.0,65
HCV,P*minority_E,SlidingTest(p=0.05),SlidingTest,1362,1067,340,54,0,0,-0.2706,0.0,0.0,0.0,0.0,0.0,,0.0,95
HCV,P*minority_E,GradPeak(p=0.2),GradPeak,1362,1067,340,54,0,0,-0.0116,0.2234,0.1538,0.4074,0.9687,0.0,,0.2234,143
HCV,P*minority_E,GradPeak(p=0.5),GradPeak,1362,1067,340,54,0,0,0.0462,0.242,0.1845,0.3519,1.1615,0.0,,0.242,103
HCV,P*minority_E,LocalContrast(z=1.0),LocalContrast,1362,1067,340,54,0,0,-0.0676,0.1353,0.1139,0.1667,0.7173,0.0,,0.1353,79
HCV,P*minority_E,LocalContrast(z=1.5),LocalContrast,1362,1067,340,54,0,0,0.1402,0.2222,0.3333,0.1667,2.0988,0.0,,0.2222,27
HCV,P*minority_E,LocalContrast(z=2.0),LocalContrast,1362,1067,340,54,0,0,0.0672,0.0938,0.3,0.0556,1.8889,0.0,,0.0938,10
HCV,P*minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,1362,1067,340,54,0,0,0.0545,0.2797,0.1724,0.7407,1.0856,0.0,,0.2797,232
HCV,P*minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,1362,1067,340,54,0,0,0.2547,0.3833,0.3485,0.4259,2.1942,0.0,,0.3833,66
HCV,P*minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,1362,1067,340,54,0,0,0.4258,0.4889,0.6111,0.4074,3.8477,0.0,,0.4889,36
HCV,P*minority_E,AdaptiveKnee,AdaptiveKnee,1362,1067,340,54,0,0,0.1242,0.2549,0.2708,0.2407,1.7052,0.0,,0.2549,48
HCV,P*minority_E,Spectral(z=1.5),Spectral,1362,1067,340,54,0,0,0.057,0.0923,0.2727,0.0556,1.7172,0.0,,0.0923,11
HCV,P*minority_E,Spectral(z=2.0),Spectral,1362,1067,340,54,0,0,-0.041,0.0,0.0,0.0,0.0,0.0,,0.0,3
HCV,P*minority_E,Bayes(prior=0.1),Bayes,1362,1067,340,54,0,0,-0.0055,0.2198,0.1562,0.3704,0.9838,0.0,,0.2198,128
HCV,P*minority_E,Bayes(prior=0.15),Bayes,1362,1067,340,54,0,0,-0.0355,0.2192,0.1455,0.4444,0.9158,0.0,,0.2192,165
HCV,P*minority_E,Ensemble(v>=2),Ensemble,1362,1067,340,54,0,0,0.163,0.2308,0.375,0.1667,2.3611,0.0,,0.2308,24
HCV,P*minority_E,Ensemble(v>=3),Ensemble,1362,1067,340,54,0,0,0.2454,0.2571,0.5625,0.1667,3.5417,0.0,,0.2571,16
HCV,P*minority_E,AdaptWin(s=90),AdaptWin,1362,1067,340,54,0,0,0.1208,0.3042,0.1843,0.8704,1.1605,0.0,,0.3042,255
HCV,P*minority_E,AdaptWin(s=85),AdaptWin,1362,1067,340,54,0,0,0.0,0.2741,0.1588,1.0,1.0,0.0,,0.2741,340
HCV,P*minority_E,FreqThresh(p=80),FreqThresh,1362,1067,340,54,0,0,0.1096,0.2698,0.2361,0.3148,1.4866,0.0,,0.2698,72
HCV,P*minority_E,FreqThresh(p=85),FreqThresh,1362,1067,340,54,0,0,0.1242,0.2549,0.2708,0.2407,1.7052,0.0,,0.2549,48
HCV,P*minority_E,FreqThresh(p=90),FreqThresh,1362,1067,340,54,0,0,0.163,0.2308,0.375,0.1667,2.3611,0.0,,0.2308,24
HCV,P*minority_E,FreqThresh(p=95),FreqThresh,1362,1067,340,54,0,0,0.1651,0.1791,0.4615,0.1111,2.906,0.0,,0.1791,13
HCV,P*minority_E,MutClust-Orig(g=10),MutClust-Orig,1362,1067,340,54,0,0,0.0,0.2741,0.1588,1.0,1.0,0.0,,0.2741,340
HCV,P*E,Wavelet(t=1.0),Wavelet,1362,1067,340,54,0,0,0.2245,0.37,0.2534,0.6852,1.5956,0.0,,0.37,146
HCV,P*E,Wavelet(t=1.5),Wavelet,1362,1067,340,54,0,0,0.1414,0.2778,0.2778,0.2778,1.749,0.0,,0.2778,54
HCV,P*E,Wavelet(t=2.0),Wavelet,1362,1067,340,54,0,0,0.1529,0.1765,0.4286,0.1111,2.6984,0.0,,0.1765,14
HCV,P*E,KDE(p=75),KDE,1362,1067,340,54,0,0,-0.2489,0.0,0.0,0.0,0.0,0.0,,0.0,84
HCV,P*E,KDE(p=80),KDE,1362,1067,340,54,0,0,-0.2173,0.0,0.0,0.0,0.0,0.0,,0.0,68
HCV,P*E,KDE(p=85),KDE,1362,1067,340,54,0,0,-0.1825,0.0,0.0,0.0,0.0,0.0,,0.0,51
HCV,P*E,SlidingTest(p=0.01),SlidingTest,1362,1067,340,54,0,0,-0.2011,0.0,0.0,0.0,0.0,0.0,,0.0,60
HCV,P*E,SlidingTest(p=0.05),SlidingTest,1362,1067,340,54,0,0,-0.2607,0.0,0.0,0.0,0.0,0.0,,0.0,90
HCV,P*E,GradPeak(p=0.2),GradPeak,1362,1067,340,54,0,0,-0.1339,0.1681,0.1105,0.3519,0.6955,0.0,,0.1681,172
HCV,P*E,GradPeak(p=0.5),GradPeak,1362,1067,340,54,0,0,0.018,0.2275,0.1681,0.3519,1.0587,0.0,,0.2275,113
HCV,P*E,LocalContrast(z=1.0),LocalContrast,1362,1067,340,54,0,0,0.0882,0.2479,0.2239,0.2778,1.4096,0.0,,0.2479,67
HCV,P*E,LocalContrast(z=1.5),LocalContrast,1362,1067,340,54,0,0,0.0911,0.2022,0.2571,0.1667,1.619,0.0,,0.2022,35
HCV,P*E,LocalContrast(z=2.0),LocalContrast,1362,1067,340,54,0,0,0.1251,0.1,0.5,0.0556,3.1481,0.0,,0.1,6
HCV,P*E,"CUSUM(d=0.3,h=3.0)",CUSUM,1362,1067,340,54,0,0,0.2304,0.3608,0.2289,0.8519,1.4409,0.0,,0.3608,201
